,Title,Description,Link,Combined_Text,Sentiment
202,AOC declares victory in fight for Green New Deal 5 years later Social and ecological transformation,Rep Alexandria OcasioCortez declared victory in her fight for a Green New Deal saying President Biden has pursued her vision but called for additional transformation,/politics/aoc-declares-victory-fight-green-new-deal-5-years-later-social-ecological-transformation,AOC declares victory in fight for Green New Deal 5 years later Social and ecological transformation Rep Alexandria OcasioCortez declared victory in her fight for a Green New Deal saying President Biden has pursued her vision but called for additional transformation,Negative
203,Why gas stove owners should still be worried,The Biden administration is backtracking on energy efficiency regulation of gas stoves but given their climate agenda there are still ways they could go after them,/opinion/why-gas-stove-owners-should-still-worried,Why gas stove owners should still be worried The Biden administration is backtracking on energy efficiency regulation of gas stoves but given their climate agenda there are still ways they could go after them,Positive
204,State AGs warn Bidens natural gas moratorium violates federal law demand reversal,FIRST ON FOX A group of nearly two dozen states are warning that President Bidens latest crackdown on natural gas exports may violate several federal statutes,/politics/state-ags-warn-bidens-natural-gas-moratorium-violates-federal-law-demand-reversal,State AGs warn Bidens natural gas moratorium violates federal law demand reversal FIRST ON FOX A group of nearly two dozen states are warning that President Bidens latest crackdown on natural gas exports may violate several federal statutes,Negative
205,John Kerrys climate office faces GOP Oversight probe over coordination with eco group kitchen cabinet,FIRST ON FOX The House Oversight Committee is expanding its investigation into Special Presidential Envoy for Climate John Kerrys apparent frequent work with eco groups,/politics/john-kerrys-climate-office-faces-gop-oversight-probe-coordination-eco-group-kitchen-cabinet,John Kerrys climate office faces GOP Oversight probe over coordination with eco group kitchen cabinet FIRST ON FOX The House Oversight Committee is expanding its investigation into Special Presidential Envoy for Climate John Kerrys apparent frequent work with eco groups,Positive
206,Bidens latest climate rules crack down on manufacturing ignoring industry warnings of economic devastation,The Environmental Protection Agency unveiled a sweeping regulatory action curbing particulate matter emissions from industry sources such as manufacturing and energy,/politics/bidens-latest-climate-rules-crack-down-manufacturing-ignoring-industry-warnings-economic-devastation,Bidens latest climate rules crack down on manufacturing ignoring industry warnings of economic devastation The Environmental Protection Agency unveiled a sweeping regulatory action curbing particulate matter emissions from industry sources such as manufacturing and energy,Negative
207,Biden admin sued for hiding John Kerrys staff coordination with eco groups,FIRST ON FOX The Biden administration was hit with a federal complaint Tuesday for allegedly failing to divulge the names of climate envoy John Kerrys taxpayerfunded staff,/politics/biden-admin-sued-hiding-john-kerrys-staff-coordination-eco-groups,Biden admin sued for hiding John Kerrys staff coordination with eco groups FIRST ON FOX The Biden administration was hit with a federal complaint Tuesday for allegedly failing to divulge the names of climate envoy John Kerrys taxpayerfunded staff,Negative
208,TikTok activist says he advised White House on Bidens new natural gas moratorium,A climate change activist who has a large following on TikTok told Fox News Digital that he met with the White House ahead of its action blocking new natural gas exports,/politics/tiktok-activist-says-he-advised-white-house-bidens-new-natural-gas-moratorium,TikTok activist says he advised White House on Bidens new natural gas moratorium A climate change activist who has a large following on TikTok told Fox News Digital that he met with the White House ahead of its action blocking new natural gas exports,Positive
209,Another dead whale beaches in Maryland amid rapid offshore wind development,State officials in Maryland reported a second humpback whale death in three weeks as developers and government agencies race to construct more green energy,/politics/another-dead-whale-beaches-maryland-amid-rapid-offshore-wind-development,Another dead whale beaches in Maryland amid rapid offshore wind development State officials in Maryland reported a second humpback whale death in three weeks as developers and government agencies race to construct more green energy,Negative
210,Moderate Dems silent as Biden skirts Senate confirmation for John Kerrys replacement,Senate Democrats were silent when asked by Fox News Digital for a response to President Bidens decision to appoint John Podesta to a top policy role without Senate confirmation,/politics/moderate-dems-silent-biden-skirts-senate-confirmation-john-kerrys-replacement,Moderate Dems silent as Biden skirts Senate confirmation for John Kerrys replacement Senate Democrats were silent when asked by Fox News Digital for a response to President Bidens decision to appoint John Podesta to a top policy role without Senate confirmation,Positive
211,DC jury orders conservative commentator to pay 1M for defaming climate scientist,Two conservative commentators were found guilty Thursday of defaming a prominent climate scientist who created the famed hockey stick graph,/politics/dc-jury-orders-conservative-commentator-pay-1-million-defaming-climate-scientist,DC jury orders conservative commentator to pay 1M for defaming climate scientist Two conservative commentators were found guilty Thursday of defaming a prominent climate scientist who created the famed hockey stick graph,Neutral
212,AOC declares victory in fight for Green New Deal 5 years later Social and ecological transformation,Rep Alexandria OcasioCortez declared victory in her fight for a Green New Deal saying President Biden has pursued her vision but called for additional transformation,/politics/aoc-declares-victory-fight-green-new-deal-5-years-later-social-ecological-transformation,AOC declares victory in fight for Green New Deal 5 years later Social and ecological transformation Rep Alexandria OcasioCortez declared victory in her fight for a Green New Deal saying President Biden has pursued her vision but called for additional transformation,Negative
213,Why gas stove owners should still be worried,The Biden administration is backtracking on energy efficiency regulation of gas stoves but given their climate agenda there are still ways they could go after them,/opinion/why-gas-stove-owners-should-still-worried,Why gas stove owners should still be worried The Biden administration is backtracking on energy efficiency regulation of gas stoves but given their climate agenda there are still ways they could go after them,Positive
214,State AGs warn Bidens natural gas moratorium violates federal law demand reversal,FIRST ON FOX A group of nearly two dozen states are warning that President Bidens latest crackdown on natural gas exports may violate several federal statutes,/politics/state-ags-warn-bidens-natural-gas-moratorium-violates-federal-law-demand-reversal,State AGs warn Bidens natural gas moratorium violates federal law demand reversal FIRST ON FOX A group of nearly two dozen states are warning that President Bidens latest crackdown on natural gas exports may violate several federal statutes,Negative
215,John Kerrys climate office faces GOP Oversight probe over coordination with eco group kitchen cabinet,FIRST ON FOX The House Oversight Committee is expanding its investigation into Special Presidential Envoy for Climate John Kerrys apparent frequent work with eco groups,/politics/john-kerrys-climate-office-faces-gop-oversight-probe-coordination-eco-group-kitchen-cabinet,John Kerrys climate office faces GOP Oversight probe over coordination with eco group kitchen cabinet FIRST ON FOX The House Oversight Committee is expanding its investigation into Special Presidential Envoy for Climate John Kerrys apparent frequent work with eco groups,Positive
216,Bidens latest climate rules crack down on manufacturing ignoring industry warnings of economic devastation,The Environmental Protection Agency unveiled a sweeping regulatory action curbing particulate matter emissions from industry sources such as manufacturing and energy,/politics/bidens-latest-climate-rules-crack-down-manufacturing-ignoring-industry-warnings-economic-devastation,Bidens latest climate rules crack down on manufacturing ignoring industry warnings of economic devastation The Environmental Protection Agency unveiled a sweeping regulatory action curbing particulate matter emissions from industry sources such as manufacturing and energy,Negative
217,Biden admin sued for hiding John Kerrys staff coordination with eco groups,FIRST ON FOX The Biden administration was hit with a federal complaint Tuesday for allegedly failing to divulge the names of climate envoy John Kerrys taxpayerfunded staff,/politics/biden-admin-sued-hiding-john-kerrys-staff-coordination-eco-groups,Biden admin sued for hiding John Kerrys staff coordination with eco groups FIRST ON FOX The Biden administration was hit with a federal complaint Tuesday for allegedly failing to divulge the names of climate envoy John Kerrys taxpayerfunded staff,Negative
218,TikTok activist says he advised White House on Bidens new natural gas moratorium,A climate change activist who has a large following on TikTok told Fox News Digital that he met with the White House ahead of its action blocking new natural gas exports,/politics/tiktok-activist-says-he-advised-white-house-bidens-new-natural-gas-moratorium,TikTok activist says he advised White House on Bidens new natural gas moratorium A climate change activist who has a large following on TikTok told Fox News Digital that he met with the White House ahead of its action blocking new natural gas exports,Positive
219,Another dead whale beaches in Maryland amid rapid offshore wind development,State officials in Maryland reported a second humpback whale death in three weeks as developers and government agencies race to construct more green energy,/politics/another-dead-whale-beaches-maryland-amid-rapid-offshore-wind-development,Another dead whale beaches in Maryland amid rapid offshore wind development State officials in Maryland reported a second humpback whale death in three weeks as developers and government agencies race to construct more green energy,Negative
220,Moderate Dems silent as Biden skirts Senate confirmation for John Kerrys replacement,Senate Democrats were silent when asked by Fox News Digital for a response to President Bidens decision to appoint John Podesta to a top policy role without Senate confirmation,/politics/moderate-dems-silent-biden-skirts-senate-confirmation-john-kerrys-replacement,Moderate Dems silent as Biden skirts Senate confirmation for John Kerrys replacement Senate Democrats were silent when asked by Fox News Digital for a response to President Bidens decision to appoint John Podesta to a top policy role without Senate confirmation,Positive
221,DC jury orders conservative commentator to pay 1M for defaming climate scientist,Two conservative commentators were found guilty Thursday of defaming a prominent climate scientist who created the famed hockey stick graph,/politics/dc-jury-orders-conservative-commentator-pay-1-million-defaming-climate-scientist,DC jury orders conservative commentator to pay 1M for defaming climate scientist Two conservative commentators were found guilty Thursday of defaming a prominent climate scientist who created the famed hockey stick graph,Neutral
222,AOC declares victory in fight for Green New Deal 5 years later Social and ecological transformation,Rep Alexandria OcasioCortez declared victory in her fight for a Green New Deal saying President Biden has pursued her vision but called for additional transformation,/politics/aoc-declares-victory-fight-green-new-deal-5-years-later-social-ecological-transformation,AOC declares victory in fight for Green New Deal 5 years later Social and ecological transformation Rep Alexandria OcasioCortez declared victory in her fight for a Green New Deal saying President Biden has pursued her vision but called for additional transformation,Negative
223,Why gas stove owners should still be worried,The Biden administration is backtracking on energy efficiency regulation of gas stoves but given their climate agenda there are still ways they could go after them,/opinion/why-gas-stove-owners-should-still-worried,Why gas stove owners should still be worried The Biden administration is backtracking on energy efficiency regulation of gas stoves but given their climate agenda there are still ways they could go after them,Positive
224,State AGs warn Bidens natural gas moratorium violates federal law demand reversal,FIRST ON FOX A group of nearly two dozen states are warning that President Bidens latest crackdown on natural gas exports may violate several federal statutes,/politics/state-ags-warn-bidens-natural-gas-moratorium-violates-federal-law-demand-reversal,State AGs warn Bidens natural gas moratorium violates federal law demand reversal FIRST ON FOX A group of nearly two dozen states are warning that President Bidens latest crackdown on natural gas exports may violate several federal statutes,Negative
225,John Kerrys climate office faces GOP Oversight probe over coordination with eco group kitchen cabinet,FIRST ON FOX The House Oversight Committee is expanding its investigation into Special Presidential Envoy for Climate John Kerrys apparent frequent work with eco groups,/politics/john-kerrys-climate-office-faces-gop-oversight-probe-coordination-eco-group-kitchen-cabinet,John Kerrys climate office faces GOP Oversight probe over coordination with eco group kitchen cabinet FIRST ON FOX The House Oversight Committee is expanding its investigation into Special Presidential Envoy for Climate John Kerrys apparent frequent work with eco groups,Positive
226,Bidens latest climate rules crack down on manufacturing ignoring industry warnings of economic devastation,The Environmental Protection Agency unveiled a sweeping regulatory action curbing particulate matter emissions from industry sources such as manufacturing and energy,/politics/bidens-latest-climate-rules-crack-down-manufacturing-ignoring-industry-warnings-economic-devastation,Bidens latest climate rules crack down on manufacturing ignoring industry warnings of economic devastation The Environmental Protection Agency unveiled a sweeping regulatory action curbing particulate matter emissions from industry sources such as manufacturing and energy,Negative
227,Biden admin sued for hiding John Kerrys staff coordination with eco groups,FIRST ON FOX The Biden administration was hit with a federal complaint Tuesday for allegedly failing to divulge the names of climate envoy John Kerrys taxpayerfunded staff,/politics/biden-admin-sued-hiding-john-kerrys-staff-coordination-eco-groups,Biden admin sued for hiding John Kerrys staff coordination with eco groups FIRST ON FOX The Biden administration was hit with a federal complaint Tuesday for allegedly failing to divulge the names of climate envoy John Kerrys taxpayerfunded staff,Negative
228,TikTok activist says he advised White House on Bidens new natural gas moratorium,A climate change activist who has a large following on TikTok told Fox News Digital that he met with the White House ahead of its action blocking new natural gas exports,/politics/tiktok-activist-says-he-advised-white-house-bidens-new-natural-gas-moratorium,TikTok activist says he advised White House on Bidens new natural gas moratorium A climate change activist who has a large following on TikTok told Fox News Digital that he met with the White House ahead of its action blocking new natural gas exports,Positive
229,Another dead whale beaches in Maryland amid rapid offshore wind development,State officials in Maryland reported a second humpback whale death in three weeks as developers and government agencies race to construct more green energy,/politics/another-dead-whale-beaches-maryland-amid-rapid-offshore-wind-development,Another dead whale beaches in Maryland amid rapid offshore wind development State officials in Maryland reported a second humpback whale death in three weeks as developers and government agencies race to construct more green energy,Negative
230,Moderate Dems silent as Biden skirts Senate confirmation for John Kerrys replacement,Senate Democrats were silent when asked by Fox News Digital for a response to President Bidens decision to appoint John Podesta to a top policy role without Senate confirmation,/politics/moderate-dems-silent-biden-skirts-senate-confirmation-john-kerrys-replacement,Moderate Dems silent as Biden skirts Senate confirmation for John Kerrys replacement Senate Democrats were silent when asked by Fox News Digital for a response to President Bidens decision to appoint John Podesta to a top policy role without Senate confirmation,Positive
231,DC jury orders conservative commentator to pay 1M for defaming climate scientist,Two conservative commentators were found guilty Thursday of defaming a prominent climate scientist who created the famed hockey stick graph,/politics/dc-jury-orders-conservative-commentator-pay-1-million-defaming-climate-scientist,DC jury orders conservative commentator to pay 1M for defaming climate scientist Two conservative commentators were found guilty Thursday of defaming a prominent climate scientist who created the famed hockey stick graph,Neutral
232,AOC declares victory in fight for Green New Deal 5 years later Social and ecological transformation,Rep Alexandria OcasioCortez declared victory in her fight for a Green New Deal saying President Biden has pursued her vision but called for additional transformation,/politics/aoc-declares-victory-fight-green-new-deal-5-years-later-social-ecological-transformation,AOC declares victory in fight for Green New Deal 5 years later Social and ecological transformation Rep Alexandria OcasioCortez declared victory in her fight for a Green New Deal saying President Biden has pursued her vision but called for additional transformation,Negative
233,Why gas stove owners should still be worried,The Biden administration is backtracking on energy efficiency regulation of gas stoves but given their climate agenda there are still ways they could go after them,/opinion/why-gas-stove-owners-should-still-worried,Why gas stove owners should still be worried The Biden administration is backtracking on energy efficiency regulation of gas stoves but given their climate agenda there are still ways they could go after them,Positive
234,State AGs warn Bidens natural gas moratorium violates federal law demand reversal,FIRST ON FOX A group of nearly two dozen states are warning that President Bidens latest crackdown on natural gas exports may violate several federal statutes,/politics/state-ags-warn-bidens-natural-gas-moratorium-violates-federal-law-demand-reversal,State AGs warn Bidens natural gas moratorium violates federal law demand reversal FIRST ON FOX A group of nearly two dozen states are warning that President Bidens latest crackdown on natural gas exports may violate several federal statutes,Negative
235,John Kerrys climate office faces GOP Oversight probe over coordination with eco group kitchen cabinet,FIRST ON FOX The House Oversight Committee is expanding its investigation into Special Presidential Envoy for Climate John Kerrys apparent frequent work with eco groups,/politics/john-kerrys-climate-office-faces-gop-oversight-probe-coordination-eco-group-kitchen-cabinet,John Kerrys climate office faces GOP Oversight probe over coordination with eco group kitchen cabinet FIRST ON FOX The House Oversight Committee is expanding its investigation into Special Presidential Envoy for Climate John Kerrys apparent frequent work with eco groups,Positive
236,Bidens latest climate rules crack down on manufacturing ignoring industry warnings of economic devastation,The Environmental Protection Agency unveiled a sweeping regulatory action curbing particulate matter emissions from industry sources such as manufacturing and energy,/politics/bidens-latest-climate-rules-crack-down-manufacturing-ignoring-industry-warnings-economic-devastation,Bidens latest climate rules crack down on manufacturing ignoring industry warnings of economic devastation The Environmental Protection Agency unveiled a sweeping regulatory action curbing particulate matter emissions from industry sources such as manufacturing and energy,Negative
237,Biden admin sued for hiding John Kerrys staff coordination with eco groups,FIRST ON FOX The Biden administration was hit with a federal complaint Tuesday for allegedly failing to divulge the names of climate envoy John Kerrys taxpayerfunded staff,/politics/biden-admin-sued-hiding-john-kerrys-staff-coordination-eco-groups,Biden admin sued for hiding John Kerrys staff coordination with eco groups FIRST ON FOX The Biden administration was hit with a federal complaint Tuesday for allegedly failing to divulge the names of climate envoy John Kerrys taxpayerfunded staff,Negative
238,TikTok activist says he advised White House on Bidens new natural gas moratorium,A climate change activist who has a large following on TikTok told Fox News Digital that he met with the White House ahead of its action blocking new natural gas exports,/politics/tiktok-activist-says-he-advised-white-house-bidens-new-natural-gas-moratorium,TikTok activist says he advised White House on Bidens new natural gas moratorium A climate change activist who has a large following on TikTok told Fox News Digital that he met with the White House ahead of its action blocking new natural gas exports,Positive
239,Another dead whale beaches in Maryland amid rapid offshore wind development,State officials in Maryland reported a second humpback whale death in three weeks as developers and government agencies race to construct more green energy,/politics/another-dead-whale-beaches-maryland-amid-rapid-offshore-wind-development,Another dead whale beaches in Maryland amid rapid offshore wind development State officials in Maryland reported a second humpback whale death in three weeks as developers and government agencies race to construct more green energy,Negative
240,Moderate Dems silent as Biden skirts Senate confirmation for John Kerrys replacement,Senate Democrats were silent when asked by Fox News Digital for a response to President Bidens decision to appoint John Podesta to a top policy role without Senate confirmation,/politics/moderate-dems-silent-biden-skirts-senate-confirmation-john-kerrys-replacement,Moderate Dems silent as Biden skirts Senate confirmation for John Kerrys replacement Senate Democrats were silent when asked by Fox News Digital for a response to President Bidens decision to appoint John Podesta to a top policy role without Senate confirmation,Positive
241,DC jury orders conservative commentator to pay 1M for defaming climate scientist,Two conservative commentators were found guilty Thursday of defaming a prominent climate scientist who created the famed hockey stick graph,/politics/dc-jury-orders-conservative-commentator-pay-1-million-defaming-climate-scientist,DC jury orders conservative commentator to pay 1M for defaming climate scientist Two conservative commentators were found guilty Thursday of defaming a prominent climate scientist who created the famed hockey stick graph,Neutral
242,AOC declares victory in fight for Green New Deal 5 years later Social and ecological transformation,Rep Alexandria OcasioCortez declared victory in her fight for a Green New Deal saying President Biden has pursued her vision but called for additional transformation,/politics/aoc-declares-victory-fight-green-new-deal-5-years-later-social-ecological-transformation,AOC declares victory in fight for Green New Deal 5 years later Social and ecological transformation Rep Alexandria OcasioCortez declared victory in her fight for a Green New Deal saying President Biden has pursued her vision but called for additional transformation,Negative
243,Why gas stove owners should still be worried,The Biden administration is backtracking on energy efficiency regulation of gas stoves but given their climate agenda there are still ways they could go after them,/opinion/why-gas-stove-owners-should-still-worried,Why gas stove owners should still be worried The Biden administration is backtracking on energy efficiency regulation of gas stoves but given their climate agenda there are still ways they could go after them,Positive
244,State AGs warn Bidens natural gas moratorium violates federal law demand reversal,FIRST ON FOX A group of nearly two dozen states are warning that President Bidens latest crackdown on natural gas exports may violate several federal statutes,/politics/state-ags-warn-bidens-natural-gas-moratorium-violates-federal-law-demand-reversal,State AGs warn Bidens natural gas moratorium violates federal law demand reversal FIRST ON FOX A group of nearly two dozen states are warning that President Bidens latest crackdown on natural gas exports may violate several federal statutes,Negative
245,John Kerrys climate office faces GOP Oversight probe over coordination with eco group kitchen cabinet,FIRST ON FOX The House Oversight Committee is expanding its investigation into Special Presidential Envoy for Climate John Kerrys apparent frequent work with eco groups,/politics/john-kerrys-climate-office-faces-gop-oversight-probe-coordination-eco-group-kitchen-cabinet,John Kerrys climate office faces GOP Oversight probe over coordination with eco group kitchen cabinet FIRST ON FOX The House Oversight Committee is expanding its investigation into Special Presidential Envoy for Climate John Kerrys apparent frequent work with eco groups,Positive
246,Bidens latest climate rules crack down on manufacturing ignoring industry warnings of economic devastation,The Environmental Protection Agency unveiled a sweeping regulatory action curbing particulate matter emissions from industry sources such as manufacturing and energy,/politics/bidens-latest-climate-rules-crack-down-manufacturing-ignoring-industry-warnings-economic-devastation,Bidens latest climate rules crack down on manufacturing ignoring industry warnings of economic devastation The Environmental Protection Agency unveiled a sweeping regulatory action curbing particulate matter emissions from industry sources such as manufacturing and energy,Negative
247,Biden admin sued for hiding John Kerrys staff coordination with eco groups,FIRST ON FOX The Biden administration was hit with a federal complaint Tuesday for allegedly failing to divulge the names of climate envoy John Kerrys taxpayerfunded staff,/politics/biden-admin-sued-hiding-john-kerrys-staff-coordination-eco-groups,Biden admin sued for hiding John Kerrys staff coordination with eco groups FIRST ON FOX The Biden administration was hit with a federal complaint Tuesday for allegedly failing to divulge the names of climate envoy John Kerrys taxpayerfunded staff,Negative
248,TikTok activist says he advised White House on Bidens new natural gas moratorium,A climate change activist who has a large following on TikTok told Fox News Digital that he met with the White House ahead of its action blocking new natural gas exports,/politics/tiktok-activist-says-he-advised-white-house-bidens-new-natural-gas-moratorium,TikTok activist says he advised White House on Bidens new natural gas moratorium A climate change activist who has a large following on TikTok told Fox News Digital that he met with the White House ahead of its action blocking new natural gas exports,Positive
249,Another dead whale beaches in Maryland amid rapid offshore wind development,State officials in Maryland reported a second humpback whale death in three weeks as developers and government agencies race to construct more green energy,/politics/another-dead-whale-beaches-maryland-amid-rapid-offshore-wind-development,Another dead whale beaches in Maryland amid rapid offshore wind development State officials in Maryland reported a second humpback whale death in three weeks as developers and government agencies race to construct more green energy,Negative
